symbol,fundingTime,fundingRate,markPrice
ETHUSDT,2022-01-25 00:00:00.021000+08:00,0.0001,
ETHUSDT,2022-01-25 08:00:00+08:00,1.695e-05,
ETHUSDT,2022-01-25 16:00:00+08:00,5.831e-05,
ETHUSDT,2022-01-26 00:00:00.012000+08:00,-7.88e-05,
ETHUSDT,2022-01-26 08:00:00+08:00,-4.048e-05,
ETHUSDT,2022-01-26 16:00:00.001000+08:00,-7.941e-05,
ETHUSDT,2022-01-27 00:00:00.005000+08:00,-0.00020069,
ETHUSDT,2022-01-27 08:00:00.004000+08:00,-8.756e-05,
ETHUSDT,2022-01-27 16:00:00.004000+08:00,2.801e-05,
ETHUSDT,2022-01-28 00:00:00.019000+08:00,-0.00014218,
ETHUSDT,2022-01-28 08:00:00+08:00,-8.132e-05,
ETHUSDT,2022-01-28 16:00:00+08:00,-2.97e-06,
ETHUSDT,2022-01-29 00:00:00.025000+08:00,-8.379e-05,
ETHUSDT,2022-01-29 08:00:00.017000+08:00,-8.5e-06,
ETHUSDT,2022-01-29 16:00:00+08:00,0.0001,
ETHUSDT,2022-01-30 00:00:00.013000+08:00,-9.97e-06,
ETHUSDT,2022-01-30 08:00:00.025000+08:00,2.848e-05,
ETHUSDT,2022-01-30 16:00:00.009000+08:00,-6.536e-05,
ETHUSDT,2022-01-31 00:00:00+08:00,2.989e-05,
ETHUSDT,2022-01-31 08:00:00+08:00,5.139e-05,
ETHUSDT,2022-01-31 16:00:00+08:00,-0.00010687,
ETHUSDT,2022-02-01 00:00:00+08:00,-1.151e-05,
ETHUSDT,2022-02-01 08:00:00.010000+08:00,0.0001,
ETHUSDT,2022-02-01 16:00:00+08:00,-0.00010276,
ETHUSDT,2022-02-02 00:00:00.004000+08:00,-0.00020797,
ETHUSDT,2022-02-02 08:00:00.004000+08:00,-6.256e-05,
ETHUSDT,2022-02-02 16:00:00+08:00,-1.7e-07,
ETHUSDT,2022-02-03 00:00:00.002000+08:00,4.07e-06,
ETHUSDT,2022-02-03 08:00:00.002000+08:00,-0.00038034,
ETHUSDT,2022-02-03 16:00:00+08:00,-5.85e-05,
ETHUSDT,2022-02-04 00:00:00+08:00,-7.881e-05,
ETHUSDT,2022-02-04 08:00:00.018000+08:00,0.0001,
ETHUSDT,2022-02-04 16:00:00.005000+08:00,8.786e-05,
ETHUSDT,2022-02-05 00:00:00.010000+08:00,0.0001,
ETHUSDT,2022-02-05 08:00:00.014000+08:00,0.0001,
ETHUSDT,2022-02-05 16:00:00+08:00,7.456e-05,
ETHUSDT,2022-02-06 00:00:00+08:00,4.351e-05,
ETHUSDT,2022-02-06 08:00:00+08:00,0.0001,
ETHUSDT,2022-02-06 16:00:00+08:00,0.0001,
ETHUSDT,2022-02-07 00:00:00+08:00,0.0001,
ETHUSDT,2022-02-07 08:00:00.003000+08:00,-7.25e-06,
ETHUSDT,2022-02-07 16:00:00.014000+08:00,8.15e-05,
ETHUSDT,2022-02-08 00:00:00.003000+08:00,1.491e-05,
ETHUSDT,2022-02-08 08:00:00.001000+08:00,0.0001,
ETHUSDT,2022-02-08 16:00:00.003000+08:00,1.62e-05,
ETHUSDT,2022-02-09 00:00:00.002000+08:00,7.718e-05,
ETHUSDT,2022-02-09 08:00:00+08:00,0.0001,
ETHUSDT,2022-02-09 16:00:00.005000+08:00,-1.62e-06,
ETHUSDT,2022-02-10 00:00:00.001000+08:00,7.116e-05,
ETHUSDT,2022-02-10 08:00:00.012000+08:00,-2.777e-05,
ETHUSDT,2022-02-10 16:00:00+08:00,-3.259e-05,
ETHUSDT,2022-02-11 00:00:00.006000+08:00,1.908e-05,
ETHUSDT,2022-02-11 08:00:00+08:00,-0.00011327,
ETHUSDT,2022-02-11 16:00:00.009000+08:00,0.0001,
ETHUSDT,2022-02-12 00:00:00.015000+08:00,-4.783e-05,
ETHUSDT,2022-02-12 08:00:00.020000+08:00,0.0001,
ETHUSDT,2022-02-12 16:00:00.001000+08:00,0.0001,
ETHUSDT,2022-02-13 00:00:00.007000+08:00,0.0001,
ETHUSDT,2022-02-13 08:00:00.022000+08:00,1.665e-05,
ETHUSDT,2022-02-13 16:00:00.001000+08:00,6.235e-05,
ETHUSDT,2022-02-14 00:00:00.007000+08:00,-2.875e-05,
ETHUSDT,2022-02-14 08:00:00.005000+08:00,9.155e-05,
ETHUSDT,2022-02-14 16:00:00.013000+08:00,6.358e-05,
ETHUSDT,2022-02-15 00:00:00.019000+08:00,0.0001,
ETHUSDT,2022-02-15 08:00:00.012000+08:00,7.379e-05,
ETHUSDT,2022-02-15 16:00:00.005000+08:00,4.572e-05,
ETHUSDT,2022-02-16 00:00:00.011000+08:00,-5.099e-05,
ETHUSDT,2022-02-16 08:00:00.009000+08:00,0.0001,
ETHUSDT,2022-02-16 16:00:00.001000+08:00,0.0001,
ETHUSDT,2022-02-17 00:00:00.014000+08:00,0.0001,
ETHUSDT,2022-02-17 08:00:00.018000+08:00,0.0001,
ETHUSDT,2022-02-17 16:00:00+08:00,1.611e-05,
ETHUSDT,2022-02-18 00:00:00.010000+08:00,4.771e-05,
ETHUSDT,2022-02-18 08:00:00+08:00,-3.865e-05,
ETHUSDT,2022-02-18 16:00:00.002000+08:00,-9.187e-05,
ETHUSDT,2022-02-19 00:00:00+08:00,3.508e-05,
ETHUSDT,2022-02-19 08:00:00.007000+08:00,0.0001,
ETHUSDT,2022-02-19 16:00:00+08:00,7.039e-05,
ETHUSDT,2022-02-20 00:00:00.023000+08:00,4.883e-05,
ETHUSDT,2022-02-20 08:00:00.001000+08:00,-3.349e-05,
ETHUSDT,2022-02-20 16:00:00.003000+08:00,5.414e-05,
ETHUSDT,2022-02-21 00:00:00.001000+08:00,3.264e-05,
ETHUSDT,2022-02-21 08:00:00+08:00,7.012e-05,
ETHUSDT,2022-02-21 16:00:00.001000+08:00,-0.00014003,
ETHUSDT,2022-02-22 00:00:00.005000+08:00,7.007e-05,
ETHUSDT,2022-02-22 08:00:00.005000+08:00,8.65e-06,
ETHUSDT,2022-02-22 16:00:00+08:00,-3.63e-05,
ETHUSDT,2022-02-23 00:00:00+08:00,5.962e-05,
ETHUSDT,2022-02-23 08:00:00.002000+08:00,9.188e-05,
ETHUSDT,2022-02-23 16:00:00.005000+08:00,-3.926e-05,
ETHUSDT,2022-02-24 00:00:00.010000+08:00,-3.644e-05,
ETHUSDT,2022-02-24 08:00:00.008000+08:00,-1.113e-05,
ETHUSDT,2022-02-24 16:00:00.003000+08:00,-3.56e-05,
ETHUSDT,2022-02-25 00:00:00.001000+08:00,-6.14e-05,
ETHUSDT,2022-02-25 08:00:00+08:00,0.0001,
ETHUSDT,2022-02-25 16:00:00.006000+08:00,0.0001,
ETHUSDT,2022-02-26 00:00:00.001000+08:00,0.0001,
ETHUSDT,2022-02-26 08:00:00.004000+08:00,0.0001,
ETHUSDT,2022-02-26 16:00:00.004000+08:00,0.0001,
ETHUSDT,2022-02-27 00:00:00.007000+08:00,0.0001,
ETHUSDT,2022-02-27 08:00:00.012000+08:00,0.0001,
ETHUSDT,2022-02-27 16:00:00+08:00,5.07e-06,
ETHUSDT,2022-02-28 00:00:00+08:00,0.0001,
ETHUSDT,2022-02-28 08:00:00+08:00,-0.00015064,
ETHUSDT,2022-02-28 16:00:00.001000+08:00,-9.02e-05,
ETHUSDT,2022-03-01 00:00:00.002000+08:00,5.573e-05,
ETHUSDT,2022-03-01 08:00:00.002000+08:00,0.0001,
ETHUSDT,2022-03-01 16:00:00.001000+08:00,0.0001,
ETHUSDT,2022-03-02 00:00:00+08:00,0.0001,
ETHUSDT,2022-03-02 08:00:00+08:00,0.0001,
ETHUSDT,2022-03-02 16:00:00+08:00,0.0001,
ETHUSDT,2022-03-03 00:00:00.002000+08:00,0.0001,
ETHUSDT,2022-03-03 08:00:00+08:00,0.0001,
ETHUSDT,2022-03-03 16:00:00+08:00,0.0001,
ETHUSDT,2022-03-04 00:00:00.005000+08:00,0.0001,
ETHUSDT,2022-03-04 08:00:00.018000+08:00,0.0001,
ETHUSDT,2022-03-04 16:00:00+08:00,0.0001,
ETHUSDT,2022-03-05 00:00:00+08:00,0.0001,
ETHUSDT,2022-03-05 08:00:00.006000+08:00,5.192e-05,
ETHUSDT,2022-03-05 16:00:00.004000+08:00,1.52e-05,
ETHUSDT,2022-03-06 00:00:00+08:00,3.064e-05,
ETHUSDT,2022-03-06 08:00:00.004000+08:00,-8.875e-05,
ETHUSDT,2022-03-06 16:00:00+08:00,5.669e-05,
ETHUSDT,2022-03-07 00:00:00.013000+08:00,7.5e-05,
ETHUSDT,2022-03-07 08:00:00.008000+08:00,3.909e-05,
ETHUSDT,2022-03-07 16:00:00.006000+08:00,-1e-05,
ETHUSDT,2022-03-08 00:00:00+08:00,8.669e-05,
ETHUSDT,2022-03-08 08:00:00.008000+08:00,-0.00010024,
ETHUSDT,2022-03-08 16:00:00.002000+08:00,0.0001,
ETHUSDT,2022-03-09 00:00:00+08:00,0.0001,
ETHUSDT,2022-03-09 08:00:00.008000+08:00,6.224e-05,
ETHUSDT,2022-03-09 16:00:00+08:00,0.0001,
ETHUSDT,2022-03-10 00:00:00.004000+08:00,0.0001,
ETHUSDT,2022-03-10 08:00:00+08:00,0.0001,
ETHUSDT,2022-03-10 16:00:00.017000+08:00,5.56e-05,
ETHUSDT,2022-03-11 00:00:00+08:00,-3.951e-05,
ETHUSDT,2022-03-11 08:00:00.008000+08:00,2.542e-05,
ETHUSDT,2022-03-11 16:00:00+08:00,-5.91e-05,
ETHUSDT,2022-03-12 00:00:00.001000+08:00,8.211e-05,
ETHUSDT,2022-03-12 08:00:00.010000+08:00,0.0001,
ETHUSDT,2022-03-12 16:00:00.001000+08:00,5.025e-05,
ETHUSDT,2022-03-13 00:00:00.002000+08:00,6.255e-05,
ETHUSDT,2022-03-13 08:00:00.008000+08:00,2.116e-05,
ETHUSDT,2022-03-13 16:00:00+08:00,0.0001,
ETHUSDT,2022-03-14 00:00:00.002000+08:00,-2.698e-05,
ETHUSDT,2022-03-14 08:00:00.014000+08:00,-0.00010352,
ETHUSDT,2022-03-14 16:00:00.005000+08:00,0.0001,
ETHUSDT,2022-03-15 00:00:00.002000+08:00,0.0001,
ETHUSDT,2022-03-15 08:00:00.008000+08:00,0.0001,
ETHUSDT,2022-03-15 16:00:00+08:00,-3.21e-06,
ETHUSDT,2022-03-16 00:00:00.006000+08:00,-4.856e-05,
ETHUSDT,2022-03-16 08:00:00.013000+08:00,0.0001,
ETHUSDT,2022-03-16 16:00:00+08:00,9.131e-05,
ETHUSDT,2022-03-17 00:00:00.008000+08:00,5.316e-05,
ETHUSDT,2022-03-17 08:00:00.004000+08:00,0.0001,
ETHUSDT,2022-03-17 16:00:00+08:00,0.0001,
ETHUSDT,2022-03-18 00:00:00.004000+08:00,0.0001,
ETHUSDT,2022-03-18 08:00:00+08:00,0.0001,
ETHUSDT,2022-03-18 16:00:00+08:00,4.709e-05,
ETHUSDT,2022-03-19 00:00:00.017000+08:00,5.917e-05,
ETHUSDT,2022-03-19 08:00:00.008000+08:00,0.0001,
ETHUSDT,2022-03-19 16:00:00.015000+08:00,0.0001,
ETHUSDT,2022-03-20 00:00:00+08:00,0.0001,
ETHUSDT,2022-03-20 08:00:00+08:00,0.0001,
ETHUSDT,2022-03-20 16:00:00.001000+08:00,0.0001,
ETHUSDT,2022-03-21 00:00:00.002000+08:00,0.0001,
ETHUSDT,2022-03-21 08:00:00.013000+08:00,0.0001,
ETHUSDT,2022-03-21 16:00:00.004000+08:00,0.0001,
ETHUSDT,2022-03-22 00:00:00.010000+08:00,0.0001,
ETHUSDT,2022-03-22 08:00:00.012000+08:00,0.0001,
ETHUSDT,2022-03-22 16:00:00.001000+08:00,0.0001,
ETHUSDT,2022-03-23 00:00:00.022000+08:00,0.0001,
ETHUSDT,2022-03-23 08:00:00.007000+08:00,0.0001,
ETHUSDT,2022-03-23 16:00:00+08:00,8.504e-05,
ETHUSDT,2022-03-24 00:00:00.006000+08:00,-3.582e-05,
ETHUSDT,2022-03-24 08:00:00.013000+08:00,-1.813e-05,
ETHUSDT,2022-03-24 16:00:00.006000+08:00,0.0001,
ETHUSDT,2022-03-25 00:00:00.020000+08:00,0.0001,
ETHUSDT,2022-03-25 08:00:00.010000+08:00,0.0001,
ETHUSDT,2022-03-25 16:00:00.001000+08:00,0.0001,
ETHUSDT,2022-03-26 00:00:00.014000+08:00,0.0001,
ETHUSDT,2022-03-26 08:00:00.020000+08:00,0.0001,
ETHUSDT,2022-03-26 16:00:00.006000+08:00,4.979e-05,
ETHUSDT,2022-03-27 00:00:00+08:00,0.0001,
ETHUSDT,2022-03-27 08:00:00.004000+08:00,7.576e-05,
ETHUSDT,2022-03-27 16:00:00.001000+08:00,7.27e-06,
ETHUSDT,2022-03-28 00:00:00.006000+08:00,-1.708e-05,
ETHUSDT,2022-03-28 08:00:00.012000+08:00,0.0001,
ETHUSDT,2022-03-28 16:00:00.007000+08:00,0.0001,
ETHUSDT,2022-03-29 00:00:00+08:00,0.0001,
ETHUSDT,2022-03-29 08:00:00+08:00,0.0001,
ETHUSDT,2022-03-29 16:00:00.015000+08:00,0.0001,
ETHUSDT,2022-03-30 00:00:00+08:00,8.269e-05,
ETHUSDT,2022-03-30 08:00:00+08:00,0.0001,
ETHUSDT,2022-03-30 16:00:00.002000+08:00,0.0001,
ETHUSDT,2022-03-31 00:00:00.028000+08:00,0.0001,
ETHUSDT,2022-03-31 08:00:00.017000+08:00,0.0001,
ETHUSDT,2022-03-31 16:00:00+08:00,0.0001,
ETHUSDT,2022-04-01 00:00:00.015000+08:00,0.0001,
ETHUSDT,2022-04-01 08:00:00+08:00,0.0001,
ETHUSDT,2022-04-01 16:00:00+08:00,0.0001,
ETHUSDT,2022-04-02 00:00:00.018000+08:00,0.0001,
ETHUSDT,2022-04-02 08:00:00+08:00,0.0001,
ETHUSDT,2022-04-02 16:00:00.002000+08:00,0.0001,
ETHUSDT,2022-04-03 00:00:00.006000+08:00,0.0001,
ETHUSDT,2022-04-03 08:00:00.018000+08:00,0.0001,
ETHUSDT,2022-04-03 16:00:00.018000+08:00,0.0001,
ETHUSDT,2022-04-04 00:00:00.015000+08:00,0.0001,
ETHUSDT,2022-04-04 08:00:00.006000+08:00,0.0001,
ETHUSDT,2022-04-04 16:00:00+08:00,2.896e-05,
ETHUSDT,2022-04-05 00:00:00.016000+08:00,0.0001,
ETHUSDT,2022-04-05 08:00:00+08:00,0.0001,
ETHUSDT,2022-04-05 16:00:00.010000+08:00,0.0001,
ETHUSDT,2022-04-06 00:00:00.008000+08:00,7.974e-05,
ETHUSDT,2022-04-06 08:00:00.001000+08:00,9.47e-05,
ETHUSDT,2022-04-06 16:00:00.021000+08:00,-0.00014471,
ETHUSDT,2022-04-07 00:00:00+08:00,6.028e-05,
ETHUSDT,2022-04-07 08:00:00.009000+08:00,8.854e-05,
ETHUSDT,2022-04-07 16:00:00+08:00,-9.945e-05,
ETHUSDT,2022-04-08 00:00:00+08:00,4.585e-05,
ETHUSDT,2022-04-08 08:00:00+08:00,-9.963e-05,
ETHUSDT,2022-04-08 16:00:00.004000+08:00,-3.214e-05,
ETHUSDT,2022-04-09 00:00:00.008000+08:00,0.0001,
ETHUSDT,2022-04-09 08:00:00.008000+08:00,0.0001,
ETHUSDT,2022-04-09 16:00:00+08:00,0.0001,
ETHUSDT,2022-04-10 00:00:00.001000+08:00,0.0001,
ETHUSDT,2022-04-10 08:00:00.004000+08:00,0.0001,
ETHUSDT,2022-04-10 16:00:00.007000+08:00,0.0001,
ETHUSDT,2022-04-11 00:00:00.016000+08:00,5.98e-05,
ETHUSDT,2022-04-11 08:00:00+08:00,4.676e-05,
ETHUSDT,2022-04-11 16:00:00+08:00,0.0001,
ETHUSDT,2022-04-12 00:00:00.009000+08:00,0.0001,
ETHUSDT,2022-04-12 08:00:00+08:00,-3.306e-05,
ETHUSDT,2022-04-12 16:00:00.006000+08:00,-4.036e-05,
ETHUSDT,2022-04-13 00:00:00.013000+08:00,-0.00016064,
ETHUSDT,2022-04-13 08:00:00.005000+08:00,-2.262e-05,
ETHUSDT,2022-04-13 16:00:00.008000+08:00,-0.00016876,
ETHUSDT,2022-04-14 00:00:00.013000+08:00,3.222e-05,
ETHUSDT,2022-04-14 08:00:00.007000+08:00,-2.2e-05,
ETHUSDT,2022-04-14 16:00:00+08:00,5.593e-05,
ETHUSDT,2022-04-15 00:00:00.006000+08:00,-3.051e-05,
ETHUSDT,2022-04-15 08:00:00.008000+08:00,-0.00012221,
ETHUSDT,2022-04-15 16:00:00.002000+08:00,-3.677e-05,
ETHUSDT,2022-04-16 00:00:00+08:00,-3.34e-06,
ETHUSDT,2022-04-16 08:00:00.011000+08:00,-2.9e-05,
ETHUSDT,2022-04-16 16:00:00.007000+08:00,-0.00012314,
ETHUSDT,2022-04-17 00:00:00.007000+08:00,-3.323e-05,
ETHUSDT,2022-04-17 08:00:00+08:00,2.48e-05,
ETHUSDT,2022-04-17 16:00:00.004000+08:00,-6.458e-05,
ETHUSDT,2022-04-18 00:00:00+08:00,2.937e-05,
ETHUSDT,2022-04-18 08:00:00.008000+08:00,-5.257e-05,
ETHUSDT,2022-04-18 16:00:00.012000+08:00,-4.41e-05,
ETHUSDT,2022-04-19 00:00:00+08:00,-0.00013169,
ETHUSDT,2022-04-19 08:00:00.021000+08:00,8.478e-05,
ETHUSDT,2022-04-19 16:00:00.031000+08:00,3.976e-05,
ETHUSDT,2022-04-20 00:00:00+08:00,2.251e-05,
ETHUSDT,2022-04-20 08:00:00.025000+08:00,0.0001,
ETHUSDT,2022-04-20 16:00:00.003000+08:00,6.595e-05,
ETHUSDT,2022-04-21 00:00:00+08:00,-1.05e-06,
ETHUSDT,2022-04-21 08:00:00+08:00,-9.577e-05,
ETHUSDT,2022-04-21 16:00:00+08:00,-0.00012991,
ETHUSDT,2022-04-22 00:00:00.024000+08:00,-9.56e-06,
ETHUSDT,2022-04-22 08:00:00.008000+08:00,-0.00011914,
ETHUSDT,2022-04-22 16:00:00.008000+08:00,-0.00017158,
ETHUSDT,2022-04-23 00:00:00.008000+08:00,-2.649e-05,
ETHUSDT,2022-04-23 08:00:00+08:00,3.778e-05,
ETHUSDT,2022-04-23 16:00:00+08:00,-0.00010115,
ETHUSDT,2022-04-24 00:00:00.012000+08:00,-8.574e-05,
ETHUSDT,2022-04-24 08:00:00.004000+08:00,-9.091e-05,
ETHUSDT,2022-04-24 16:00:00.003000+08:00,-5.652e-05,
ETHUSDT,2022-04-25 00:00:00+08:00,3.41e-06,
ETHUSDT,2022-04-25 08:00:00.008000+08:00,3.21e-06,
ETHUSDT,2022-04-25 16:00:00.018000+08:00,-8.588e-05,
ETHUSDT,2022-04-26 00:00:00+08:00,-0.00024996,
ETHUSDT,2022-04-26 08:00:00.014000+08:00,0.0001,
ETHUSDT,2022-04-26 16:00:00+08:00,0.0001,
ETHUSDT,2022-04-27 00:00:00.017000+08:00,4.991e-05,
ETHUSDT,2022-04-27 08:00:00.012000+08:00,-0.00014242,
ETHUSDT,2022-04-27 16:00:00+08:00,-0.0002569,
ETHUSDT,2022-04-28 00:00:00.002000+08:00,2.591e-05,
ETHUSDT,2022-04-28 08:00:00+08:00,-1.675e-05,
ETHUSDT,2022-04-28 16:00:00.004000+08:00,-5.776e-05,
ETHUSDT,2022-04-29 00:00:00.030000+08:00,0.0001,
ETHUSDT,2022-04-29 08:00:00+08:00,0.0001,
ETHUSDT,2022-04-29 16:00:00.016000+08:00,0.0001,
ETHUSDT,2022-04-30 00:00:00.010000+08:00,4.578e-05,
ETHUSDT,2022-04-30 08:00:00+08:00,-8.896e-05,
ETHUSDT,2022-04-30 16:00:00.005000+08:00,-5.202e-05,
ETHUSDT,2022-05-01 00:00:00.015000+08:00,-5.736e-05,
ETHUSDT,2022-05-01 08:00:00+08:00,-7.153e-05,
ETHUSDT,2022-05-01 16:00:00+08:00,-0.00016213,
ETHUSDT,2022-05-02 00:00:00.010000+08:00,-4.432e-05,
ETHUSDT,2022-05-02 08:00:00.018000+08:00,4.92e-05,
ETHUSDT,2022-05-02 16:00:00.007000+08:00,-7.704e-05,
ETHUSDT,2022-05-03 00:00:00+08:00,-2.36e-06,
ETHUSDT,2022-05-03 08:00:00.006000+08:00,8.762e-05,
ETHUSDT,2022-05-03 16:00:00+08:00,6.446e-05,
ETHUSDT,2022-05-04 00:00:00.021000+08:00,8.725e-05,
ETHUSDT,2022-05-04 08:00:00.007000+08:00,9.221e-05,
ETHUSDT,2022-05-04 16:00:00.011000+08:00,0.0001,
ETHUSDT,2022-05-05 00:00:00+08:00,0.0001,
ETHUSDT,2022-05-05 08:00:00.005000+08:00,0.0001,
ETHUSDT,2022-05-05 16:00:00.019000+08:00,0.0001,
ETHUSDT,2022-05-06 00:00:00.005000+08:00,0.0001,
ETHUSDT,2022-05-06 08:00:00.005000+08:00,-5.032e-05,
ETHUSDT,2022-05-06 16:00:00.001000+08:00,-4.64e-05,
ETHUSDT,2022-05-07 00:00:00.010000+08:00,-2.46e-06,
ETHUSDT,2022-05-07 08:00:00.004000+08:00,5.836e-05,
ETHUSDT,2022-05-07 16:00:00.016000+08:00,0.0001,
ETHUSDT,2022-05-08 00:00:00.011000+08:00,7.282e-05,
ETHUSDT,2022-05-08 08:00:00+08:00,9.867e-05,
ETHUSDT,2022-05-08 16:00:00.007000+08:00,0.0001,
ETHUSDT,2022-05-09 00:00:00.015000+08:00,0.0001,
ETHUSDT,2022-05-09 08:00:00+08:00,0.0001,
ETHUSDT,2022-05-09 16:00:00.001000+08:00,9.424e-05,
ETHUSDT,2022-05-10 00:00:00+08:00,9.769e-05,
ETHUSDT,2022-05-10 08:00:00+08:00,9.833e-05,
ETHUSDT,2022-05-10 16:00:00.007000+08:00,6.098e-05,
ETHUSDT,2022-05-11 00:00:00.008000+08:00,0.0001,
ETHUSDT,2022-05-11 08:00:00.004000+08:00,7.598e-05,
ETHUSDT,2022-05-11 16:00:00.007000+08:00,0.0001,
ETHUSDT,2022-05-12 00:00:00.008000+08:00,7.639e-05,
ETHUSDT,2022-05-12 08:00:00.014000+08:00,-0.00018602,
ETHUSDT,2022-05-12 16:00:00+08:00,-0.00079682,
ETHUSDT,2022-05-13 00:00:00.007000+08:00,-0.00028645,
ETHUSDT,2022-05-13 08:00:00.014000+08:00,-9.107e-05,
ETHUSDT,2022-05-13 16:00:00.001000+08:00,-0.00016008,
ETHUSDT,2022-05-14 00:00:00+08:00,-2.742e-05,
ETHUSDT,2022-05-14 08:00:00+08:00,5.029e-05,
ETHUSDT,2022-05-14 16:00:00+08:00,9.124e-05,
ETHUSDT,2022-05-15 00:00:00.001000+08:00,6.884e-05,
ETHUSDT,2022-05-15 08:00:00+08:00,0.0001,
ETHUSDT,2022-05-15 16:00:00+08:00,7.136e-05,
ETHUSDT,2022-05-16 00:00:00+08:00,7.168e-05,
ETHUSDT,2022-05-16 08:00:00.021000+08:00,0.0001,
ETHUSDT,2022-05-16 16:00:00.013000+08:00,0.0001,
ETHUSDT,2022-05-17 00:00:00.006000+08:00,-3.34e-06,
ETHUSDT,2022-05-17 08:00:00+08:00,1.965e-05,
ETHUSDT,2022-05-17 16:00:00.010000+08:00,-0.00010278,
ETHUSDT,2022-05-18 00:00:00.023000+08:00,8.48e-06,
ETHUSDT,2022-05-18 08:00:00.003000+08:00,7.107e-05,
ETHUSDT,2022-05-18 16:00:00.024000+08:00,-1.537e-05,
ETHUSDT,2022-05-19 00:00:00.014000+08:00,-7.218e-05,
ETHUSDT,2022-05-19 08:00:00+08:00,-5.373e-05,
ETHUSDT,2022-05-19 16:00:00.008000+08:00,4.9e-06,
ETHUSDT,2022-05-20 00:00:00.015000+08:00,3.757e-05,
ETHUSDT,2022-05-20 08:00:00.001000+08:00,0.0001,
ETHUSDT,2022-05-20 16:00:00.003000+08:00,0.0001,
ETHUSDT,2022-05-21 00:00:00.012000+08:00,6.647e-05,
ETHUSDT,2022-05-21 08:00:00.008000+08:00,9.991e-05,
ETHUSDT,2022-05-21 16:00:00.001000+08:00,-2.669e-05,
ETHUSDT,2022-05-22 00:00:00.007000+08:00,-3.6e-06,
ETHUSDT,2022-05-22 08:00:00.003000+08:00,4.308e-05,
ETHUSDT,2022-05-22 16:00:00.016000+08:00,5.296e-05,
ETHUSDT,2022-05-23 00:00:00+08:00,0.0001,
ETHUSDT,2022-05-23 08:00:00.011000+08:00,0.0001,
ETHUSDT,2022-05-23 16:00:00+08:00,0.0001,
ETHUSDT,2022-05-24 00:00:00.023000+08:00,0.0001,
ETHUSDT,2022-05-24 08:00:00.011000+08:00,-7.86e-05,
ETHUSDT,2022-05-24 16:00:00+08:00,-4.871e-05,
ETHUSDT,2022-05-25 00:00:00.009000+08:00,-4.04e-05,
ETHUSDT,2022-05-25 08:00:00.001000+08:00,1.228e-05,
ETHUSDT,2022-05-25 16:00:00+08:00,0.0001,
ETHUSDT,2022-05-26 00:00:00.015000+08:00,6.424e-05,
ETHUSDT,2022-05-26 08:00:00.005000+08:00,0.0001,
ETHUSDT,2022-05-26 16:00:00.001000+08:00,3.287e-05,
ETHUSDT,2022-05-27 00:00:00+08:00,-0.00014343,
ETHUSDT,2022-05-27 08:00:00.007000+08:00,0.0001,
ETHUSDT,2022-05-27 16:00:00.008000+08:00,-1.53e-06,
ETHUSDT,2022-05-28 00:00:00+08:00,5.35e-05,
ETHUSDT,2022-05-28 08:00:00.018000+08:00,0.0001,
ETHUSDT,2022-05-28 16:00:00.016000+08:00,6.376e-05,
ETHUSDT,2022-05-29 00:00:00.013000+08:00,3.132e-05,
ETHUSDT,2022-05-29 08:00:00+08:00,0.0001,
ETHUSDT,2022-05-29 16:00:00.025000+08:00,1.764e-05,
ETHUSDT,2022-05-30 00:00:00.002000+08:00,1.83e-05,
ETHUSDT,2022-05-30 08:00:00+08:00,6.492e-05,
ETHUSDT,2022-05-30 16:00:00.013000+08:00,1.622e-05,
ETHUSDT,2022-05-31 00:00:00.005000+08:00,0.0001,
ETHUSDT,2022-05-31 08:00:00.016000+08:00,7.761e-05,
ETHUSDT,2022-05-31 16:00:00+08:00,0.0001,
ETHUSDT,2022-06-01 00:00:00+08:00,0.0001,
ETHUSDT,2022-06-01 08:00:00+08:00,0.0001,
ETHUSDT,2022-06-01 16:00:00.011000+08:00,0.0001,
ETHUSDT,2022-06-02 00:00:00+08:00,0.0001,
ETHUSDT,2022-06-02 08:00:00+08:00,-8.505e-05,
ETHUSDT,2022-06-02 16:00:00.006000+08:00,4.628e-05,
ETHUSDT,2022-06-03 00:00:00.021000+08:00,3.599e-05,
ETHUSDT,2022-06-03 08:00:00.016000+08:00,5.262e-05,
ETHUSDT,2022-06-03 16:00:00.016000+08:00,0.0001,
ETHUSDT,2022-06-04 00:00:00.012000+08:00,2.737e-05,
ETHUSDT,2022-06-04 08:00:00.005000+08:00,0.0001,
ETHUSDT,2022-06-04 16:00:00+08:00,0.0001,
ETHUSDT,2022-06-05 00:00:00.007000+08:00,3e-05,
ETHUSDT,2022-06-05 08:00:00.005000+08:00,3.407e-05,
ETHUSDT,2022-06-05 16:00:00.015000+08:00,5.246e-05,
ETHUSDT,2022-06-06 00:00:00+08:00,5.865e-05,
ETHUSDT,2022-06-06 08:00:00+08:00,0.0001,
ETHUSDT,2022-06-06 16:00:00.017000+08:00,9.597e-05,
ETHUSDT,2022-06-07 00:00:00+08:00,0.0001,
ETHUSDT,2022-06-07 08:00:00+08:00,0.0001,
ETHUSDT,2022-06-07 16:00:00.011000+08:00,-3.071e-05,
ETHUSDT,2022-06-08 00:00:00+08:00,1.156e-05,
ETHUSDT,2022-06-08 08:00:00.008000+08:00,0.0001,
ETHUSDT,2022-06-08 16:00:00.020000+08:00,7.041e-05,
